collection_date,day,month,year,grain_mill_id,sample_id,planting_month,planting_dekad,harvest_month,harvest_dekad,seed_type,other_seed_type,intercropped,intercrop_crop,number_intercrop,fertilizer,water_stress,drought_period,pest_pressure,maize_maturity,mature_rain,maize_dry,dried_rain,maize_shelled,drying_place,other_drying_place,maize_storage_merged,sort_maize_merged,flour_type,sample_lost_yes-1_no-0,mill_lat,mill_long,mill_village,mill_ward
25/05/19,25,5,19,39,1,12,1836,5,1913,8,NA,2,"Sorghum, Groundnut, Pigeon Pea, Cowpea, Chickpea",5,3,1,"2, 3",2,1,1,2,NA,2,"1, 5",Nje juani,NA,NA,1,1,-6.2104264,36.4145838,Mlanga,Kongwa Urban
25/05/19,25,5,19,39,2,12,1836,5,1914,NA,NA,2,Sunflower,1,3,1,"2, 3",2,1,1,1,1,1,5,Mkeka,bags,"winnow, sort",2,1,-6.2104264,36.4145838,Mlanga,Kongwa Urban
25/05/19,25,5,19,39,3,1,1901,5,1914,8,NA,1,NA,0,3,1,"2, 3",3,1,1,2,NA,3,2,NA,NA,NA,1,1,-6.2104264,36.4145838,Mlanga,Kongwa Urban
25/05/19,25,5,19,39,4,1,1902,5,1915,8,NA,2,"Sunflower, Groundnut, Sorghum",3,3,1,2,3,1,1,1,1,3,5,Mkeka,bags,"winnow, sort",1,1,-6.2104264,36.4145838,Mlanga,Kongwa Urban
25/05/19,25,5,19,40,1,12,1836,4,1912,8,NA,2,Cowpea,1,3,1,"2, 3",2,1,2,1,1,1,2,NA,bags,"winnow, sort",3,1,-6.221348,36.468769,Ibwaga,Ugogoni
25/05/19,25,5,19,40,2,12,1836,5,1915,8,NA,1,NA,0,3,1,2,1,1,1,1,1,1,2,NA,none,sort,3,1,-6.221348,36.468769,Ibwaga,Ugogoni
25/05/19,25,5,19,40,3,12,1836,5,1915,8,NA,2,"Cowpea, Sorghum",2,3,1,"2, 3",3,2,NA,1,1,2,2,NA,bags,"winnow, sort",1,1,-6.221348,36.468769,Ibwaga,Ugogoni
25/05/19,25,5,19,40,4,12,1836,5,1914,8,NA,2,Sorghum,1,3,1,"1, 2",2,1,NA,1,NA,NA,3,NA,bags,"winnow, sort",1,1,-6.221348,36.468769,Ibwaga,Ugogoni
25/05/19,25,5,19,41,1,12,1836,5,1915,"8, 9",Mwakibalu,1,NA,0,3,1,2,3,2,NA,1,2,1,5,None,baskets,"winnow, sort",4,1,-6.226077018,36.47655225,Ibwaga,Ugogoni
25/05/19,25,5,19,41,2,12,1834,5,1915,8,NA,1,NA,0,3,1,2,3,1,1,1,1,1,2,NA,bags,"winnow, sort",1,1,-6.226077018,36.47655225,Ibwaga,Ugogoni
27/05/19,27,5,19,42,1,12,1836,5,1915,NA,Hakumbuki jina,2,Sunflower,1,3,1,3,2,1,1,1,1,3,2,NA,bags,"winnow, sort",2,1,-5.6110099,36.3708978,Chitego,Zoissa
27/05/19,27,5,19,42,2,12,1834,5,1915,8,NA,2,Sorghum,1,3,1,"2, 3",2,1,1,1,1,1,1,NA,bags,"winnow, sort",2,1,-5.6110099,36.3708978,Chitego,Zoissa
27/05/19,27,5,19,42,3,1,1901,5,1914,8,NA,1,NA,0,3,1,2,2,1,1,1,1,1,1,NA,bags,"winnow, sort",1,1,-5.6110099,36.3708978,Chitego,Zoissa
27/05/19,27,5,19,42,4,1,1901,5,1915,8,NA,1,NA,0,3,1,3,3,1,1,2,NA,1,2,NA,bags,"winnow, sort",2,1,-5.6110099,36.3708978,Chitego,Zoissa
27/05/19,27,5,19,42,5,12,1836,5,1914,8,NA,2,"Pumpkin, Sunflower",2,3,1,"2, 3",2,1,1,2,NA,2,1,NA,metal_drum,"winnow, sort",1,1,-5.6110099,36.3708978,Chitego,Zoissa
27/05/19,27,5,19,42,6,1,1901,5,1915,"2, 9",Purchased,1,NA,0,3,1,2,3,1,1,1,1,3,2,NA,plastic_container,"winnow, sort",2,1,-5.6110099,36.3708978,Chitego,Zoissa
27/05/19,27,5,19,43,1,12,1836,5,1914,8,NA,2,"Sunflower, Groundnut, Sorghum",3,3,1,"2, 3",3,1,1,1,1,1,2,NA,bags,"winnow, sort",1,1,-5.6106736,36.3706352,Chitego,Zoissa
27/05/19,27,5,19,43,2,12,1836,5,1914,8,NA,2,Watermelon,1,3,1,"2, 3",2,1,1,1,1,1,2,NA,bags,"winnow, sort",2,1,-5.6106736,36.3706352,Chitego,Zoissa
27/05/19,27,5,19,43,3,12,1836,5,1914,8,NA,2,"Groundnut, Chickpea",1,3,1,"2, 3",2,1,1,1,1,3,1,NA,granary,"winnow, sort",1,1,-5.6106736,36.3706352,Chitego,Zoissa
27/05/19,27,5,19,43,4,12,1836,5,1914,8,NA,2,"Sunflower, Sorghum",2,3,1,"2, 3",2,1,1,1,1,1,2,NA,bags,NA,2,1,-5.6106736,36.3706352,Chitego,Zoissa
27/05/19,27,5,19,44,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bags,"winnow, sort",2,1,-5.611515018,36.37437923,Chitego,Zoissa
27/05/19,27,5,19,44,2,12,1835,5,1915,8,NA,1,NA,0,3,1,2,3,1,1,1,1,2,1,NA,bags,"winnow, sort",1,1,-5.611515018,36.37437923,Chitego,Zoissa
27/05/19,27,5,19,44,3,12,1836,5,1915,8,NA,2,"Sunflower, Groundnut",0,3,1,2,3,1,1,2,NA,1,1,NA,bags,"winnow, sort",2,1,-5.611515018,36.37437923,Chitego,Zoissa
27/05/19,27,5,19,44,4,12,1835,5,1913,"2, 9",Bought last year. Stored,1,NA,0,1,1,2,2,1,1,2,NA,1,2,NA,bags,"winnow, sort",2,1,-5.611515018,36.37437923,Chitego,Zoissa
27/05/19,27,5,19,44,5,11,1831,5,1915,"8, 2",NA,1,NA,0,3,1,2,3,1,1,1,1,2,5,None,bags,"winnow, sort",2,1,-5.611515018,36.37437923,Chitego,Zoissa
27/05/19,27,5,19,44,6,12,1836,5,1915,8,NA,1,NA,0,3,1,2,2,1,1,1,1,1,5,None,bags,"winnow, sort",1,1,-5.611515018,36.37437923,Chitego,Zoissa
27/05/19,27,5,19,44,7,12,1835,4,1912,"2, 9",Purchased,2,Sunflower,1,3,1,2,1,1,1,1,1,2,5,Kibanda,plastic_container,"winnow, sort",2,1,-5.611515018,36.37437923,Chitego,Zoissa
27/05/19,27,5,19,45,1,12,1834,5,1914,8,NA,2,"Pigeon Pea, Sunflower, Cowpea",3,3,1,2,3,1,1,1,1,3,2,NA,bags,"winnow, sort",2,1,-5.686680515,36.40420352,Zoissa,Zoissa
27/05/19,27,5,19,45,2,12,1836,5,1915,"5, 8",NA,1,NA,0,3,1,2,1,1,1,1,1,1,2,NA,bags,"winnow, sort",1,1,-5.686680515,36.40420352,Zoissa,Zoissa
27/05/19,27,5,19,46,1,12,1836,5,1915,8,NA,2,"Sunflower, Sorghum",2,3,1,3,2,1,1,1,1,1,1,NA,bags,"winnow, sort",1,1,-5.6867273,36.4055678,Zoissa,Zoissa
27/05/19,27,5,19,46,2,1,1901,5,1915,8,NA,2,"Sunflower, Sorghum",2,3,1,2,3,1,1,1,1,1,2,NA,"bags, plastic_container","winnow, sort",1,1,-5.6867273,36.4055678,Zoissa,Zoissa
27/05/19,27,5,19,46,3,12,1835,5,1915,8,NA,2,"Groundnut, Sunflower",2,3,1,3,3,1,1,1,1,2,5,Hayajakaushwa.,bags,"winnow, sort",1,1,-5.6867273,36.4055678,Zoissa,Zoissa
27/05/19,27,5,19,46,4,12,1835,5,1915,8,NA,2,Sunflower,1,3,1,2,3,1,1,1,1,1,2,NA,bags,"winnow, sort",2,1,-5.6867273,36.4055678,Zoissa,Zoissa
27/05/19,27,5,19,46,5,12,1836,5,1915,8,NA,2,"Sorghum, Pumpkin, Sunflower",3,3,1,2,2,1,1,1,1,2,5,Alivuna na kusaga. Yalikaukia shambani,plastic_container,"winnow, sort",1,1,-5.6867273,36.4055678,Zoissa,Zoissa
27/05/19,27,5,19,46,6,12,1836,5,1914,8,NA,2,"Sunflower, Sorghum",2,3,1,3,3,1,1,1,1,2,5,Yalikaukia shambani,bags,"winnow, sort",1,1,-5.6867273,36.4055678,Zoissa,Zoissa
27/05/19,27,5,19,46,7,12,1836,5,1915,8,NA,2,"Pearl Millet, Sunflower, Sorghum",3,3,1,3,3,1,1,1,1,2,5,Yalikaukia shambani,ground,winnow,1,1,-5.6867273,36.4055678,Zoissa,Zoissa
27/05/19,27,5,19,47,1,12,1835,5,1913,8,NA,2,Sunflower,1,3,1,2,3,1,1,2,NA,1,1,NA,bags,none,2,1,-5.7106527,36.3623104,Leganga,Zoissa
27/05/19,27,5,19,47,2,12,1836,5,1914,8,NA,2,Sunflower,1,3,1,2,2,1,1,1,1,1,2,NA,granary,"winnow, sort",2,1,-5.7106527,36.3623104,Leganga,Zoissa
27/05/19,27,5,19,47,3,1,1901,5,1914,8,NA,2,Sunflower,1,3,1,"2, 3",2,1,1,1,1,3,2,NA,bags,"winnow, sort",3,1,-5.7106527,36.3623104,Leganga,Zoissa
27/05/19,27,5,19,48,1,12,1834,5,1915,9,Purchased,1,NA,0,3,1,2,3,1,1,2,NA,1,2,NA,bags,"winnow, sort",1,1,-5.706715,36.368818,Leganga,Zoissa
27/05/19,27,5,19,48,2,1,1903,5,1915,8,NA,2,NA,NA,3,1,2,1,1,1,1,1,1,2,NA,bags,"winnow, sort",1,1,-5.706715,36.368818,Leganga,Zoissa
27/05/19,27,5,19,48,3,1,1902,5,1914,8,NA,1,NA,0,3,1,2,3,1,1,1,1,1,1,NA,plastic_container,"winnow, sort",1,1,-5.706715,36.368818,Leganga,Zoissa
27/05/19,27,5,19,48,4,1,1902,4,1911,8,NA,1,NA,0,3,1,2,2,2,NA,1,1,1,2,NA,plastic_container,"winnow, sort",1,1,-5.706715,36.368818,Leganga,Zoissa
27/05/19,27,5,19,48,5,1,1901,5,1915,8,NA,2,Groundnut,1,3,1,2,2,1,1,1,1,1,1,NA,NA,NA,1,1,-5.706715,36.368818,Leganga,Zoissa
27/05/19,27,5,19,48,6,12,1836,5,1915,"8, 9",Fupi,2,Sunflower,1,3,1,2,3,1,1,1,1,1,2,NA,bags,"winnow, sort",1,1,-5.706715,36.368818,Leganga,Zoissa
27/05/19,27,5,19,48,7,12,1836,5,1915,9,Purchased local,2,"Sunflower, Sorghum",2,3,1,2,2,1,1,1,1,1,2,NA,bags,"winnow, sort",1,1,-5.706715,36.368818,Leganga,Zoissa
27/05/19,27,5,19,48,8,1,1901,5,1915,8,NA,1,NA,0,3,1,2,3,1,1,2,NA,1,2,NA,bags,winnow,1,1,-5.706715,36.368818,Leganga,Zoissa
28/05/19,28,5,19,49,1,11,1833,3,1909,8,NA,2,"Groundnut, Cowpea, Sunflower",3,3,1,"2, 3",2,2,NA,1,1,1,2,NA,NA,NA,2,1,-6.0797462,36.5880899,Mtanana B,Mtanana
28/05/19,28,5,19,49,2,1,1903,5,1915,8,NA,1,NA,0,3,1,2,1,1,1,2,NA,1,2,NA,plastic_container,"winnow, sort",1,1,-6.0797462,36.5880899,Mtanana B,Mtanana
28/05/19,28,5,19,49,3,1,1901,5,1914,8,NA,2,"Sunflower, Groundnut",2,3,1,2,2,1,1,1,1,1,2,NA,NA,NA,2,1,-6.0797462,36.5880899,Mtanana B,Mtanana
28/05/19,28,5,19,49,4,2,1904,5,1915,8,NA,2,Sunflower,1,3,1,"2, 3",1,1,1,2,NA,1,2,NA,bags,"winnow, sort",1,1,-6.0797462,36.5880899,Mtanana B,Mtanana
28/05/19,28,5,19,49,5,1,1901,5,1915,8,NA,2,"Groundnut, Sunflower",2,3,1,"2, 3",2,2,NA,1,1,1,2,NA,NA,NA,2,1,-6.0797462,36.5880899,Mtanana B,Mtanana
28/05/19,28,5,19,49,6,1,1901,5,1913,8,NA,2,"Sunflower, Pigeon Pea",2,3,1,"2, 3",1,1,1,1,1,1,1,NA,plastic_container,"winnow, sort",2,1,-6.0797462,36.5880899,Mtanana B,Mtanana
28/05/19,28,5,19,49,7,12,1836,5,1914,8,NA,2,"Sunflower, Pigeon Pea",2,3,1,"2, 3",2,1,1,2,NA,1,5,Mkeka,bags,"winnow, sort",4,0,-6.0797462,36.5880899,Mtanana B,Mtanana
28/05/19,28,5,19,50,1,1,1901,5,1915,9,Purchased local. Nyepesi,2,Sunflower,1,3,1,2,3,1,1,1,1,1,2,NA,none,"winnow, sort",4,0,-6.078636615,36.58824897,Mtanana B,Mtanana
28/05/19,28,5,19,50,2,12,1835,4,1911,9,Purchased la dawa,2,Mung Bean,1,3,1,2,1,1,2,1,2,2,2,NA,none,"winnow, sort",2,1,-6.078636615,36.58824897,Mtanana B,Mtanana
28/05/19,28,5,19,50,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bags,sort,2,1,-6.078636615,36.58824897,Mtanana B,Mtanana
28/05/19,28,5,19,50,4,12,1836,5,1914,"8, 9",Purchased 3 years ago,2,"Sunflower, Pigeon Pea",2,3,1,2,3,1,1,1,1,1,5,None,bags,NA,2,1,-6.078636615,36.58824897,Mtanana B,Mtanana
28/05/19,28,5,19,50,5,12,1835,5,1915,4,Purchased 2 years ago,1,NA,0,3,1,2,3,1,1,1,1,3,2,NA,none,winnow,2,1,-6.078636615,36.58824897,Mtanana B,Mtanana
28/05/19,28,5,19,51,1,12,1834,5,1913,8,NA,2,"Groundnut, Pigeon Pea",2,3,1,2,2,2,NA,2,NA,2,1,NA,none,"winnow, sort",4,0,-6.14098113,36.40762872,Machenje,Ugogoni
28/05/19,28,5,19,51,2,12,1835,5,1915,9,Pembejeo. Doesnt know name,1,NA,0,3,1,2,1,1,1,1,2,1,2,NA,none,"winnow, sort",2,1,-6.14098113,36.40762872,Machenje,Ugogoni
28/05/19,28,5,19,51,3,1,1901,5,1913,8,NA,2,Sunflower,1,3,1,2,3,1,1,1,1,2,1,NA,none,"winnow, sort",2,1,-6.14098113,36.40762872,Machenje,Ugogoni
28/05/19,28,5,19,52,1,12,1836,5,1914,8,NA,2,Sunflower,1,3,1,2,2,1,1,1,1,3,2,NA,bags,"winnow, sort",4,1,-6.1400981,36.4123213,Machenje,Ugogoni
28/05/19,28,5,19,53,1,1,1901,5,1915,8,NA,2,Sunflower,1,3,1,2,2,1,1,1,1,1,2,NA,bags,NA,2,1,-6.144285,36.405116,Machenje,Ugogoni
28/05/19,28,5,19,53,2,12,1835,5,1915,8,NA,2,Sorghum,1,3,1,"2, 3",1,1,1,1,1,1,1,NA,bags,"winnow, sort",2,1,-6.144285,36.405116,Machenje,Ugogoni
28/05/19,28,5,19,53,3,12,1835,5,1915,8,NA,2,Cowpea,1,3,1,"2, 3",1,1,1,1,1,2,1,NA,baskets,"winnow, sort",2,1,-6.144285,36.405116,Machenje,Ugogoni
28/05/19,28,5,19,54,1,12,1834,5,1915,8,NA,1,NA,0,3,1,2,2,2,NA,1,1,1,5,None,NA,NA,1,1,-6.1447592,36.4045987,Machenje,Ugogoni
28/05/19,28,5,19,54,2,12,1836,5,1914,8,NA,2,Groundnut,1,3,1,2,3,1,1,1,1,3,2,NA,plastic_container,"winnow, sort",2,1,-6.1447592,36.4045987,Machenje,Ugogoni
28/05/19,28,5,19,54,3,12,1834,4,1910,8,NA,1,NA,0,3,1,"1, 2",1,2,NA,1,1,3,2,NA,NA,NA,2,1,-6.1447592,36.4045987,Machenje,Ugogoni
28/05/19,28,5,19,54,4,1,1901,5,1913,8,NA,2,"Sunflower, Sorghum",2,1,1,"2, 3",2,1,1,1,1,2,1,NA,bags,"winnow, sort",1,1,-6.1447592,36.4045987,Machenje,Ugogoni
29/05/19,29,5,19,55,1,12,1834,5,1914,8,NA,1,NA,0,3,1,3,3,1,1,1,1,1,2,NA,bags,"winnow, sort",4,1,-5.8889119,36.6158901,Chilanjilizi,Njoge
29/05/19,29,5,19,55,2,1,1903,5,1914,8,NA,2,"Sunflower, Pigeon Pea",2,3,1,"2, 3",1,1,1,1,1,1,2,NA,bags,"winnow, sort",NA,1,-5.8889119,36.6158901,Chilanjilizi,Njoge
29/05/19,29,5,19,55,3,12,1835,5,1915,8,NA,2,"Sorghum, Pearl Millet",2,3,1,"2, 3",2,2,NA,1,1,1,1,NA,bags,winnow,1,1,-5.8889119,36.6158901,Chilanjilizi,Njoge
29/05/19,29,5,19,55,4,12,1835,5,1915,8,NA,2,"Sorghum, Pearl Millet, Sunflower",3,3,1,"2, 3",1,2,NA,1,1,1,2,NA,NA,NA,3,1,-5.8889119,36.6158901,Chilanjilizi,Njoge
29/05/19,29,5,19,56,1,12,1834,5,1913,8,NA,2,"Sorghum, Groundnut, Cowpea, Finger Millet, Sunflower",5,3,1,2,1,1,1,1,1,3,2,NA,bags,sort,NA,1,-5.888490397,36.61526849,Chilanjilizi,Njoge
29/05/19,29,5,19,57,1,12,1834,5,1915,8,NA,2,"Chickpea, Groundnut, Sunflower, Sorghum",4,3,1,"2, 3",2,2,NA,1,1,1,2,NA,none,winnow,1,1,-5.9393264,36.6304593,Ngomai,Njoge
29/05/19,29,5,19,57,2,12,1834,4,1912,8,NA,2,Sorghum,1,3,NA,NA,NA,1,1,1,1,3,2,NA,bags,winnow,3,0,-5.9393264,36.6304593,Ngomai,Njoge
29/05/19,29,5,19,57,3,NA,NA,NA,NA,8,NA,2,Sorghum,1,3,1,"2, 3",2,2,NA,1,1,1,2,NA,none,"winnow, sort",1,1,-5.9393264,36.6304593,Ngomai,Njoge
29/05/19,29,5,19,58,1,12,1835,4,1912,8,NA,2,Groundnut,1,3,1,"1, 2",3,1,1,1,1,1,1,NA,bags,winnow,4,1,-5.936183025,36.62928749,Ngomai,Njoge
29/05/19,29,5,19,58,2,1,1901,5,1915,9,Ndogo. Purchased at pembejeo,2,Sunflower,1,3,1,2,1,1,1,1,1,3,2,NA,granary,"winnow, sort",1,1,-5.936183025,36.62928749,Ngomai,Njoge
29/05/19,29,5,19,58,3,12,1834,5,1914,8,NA,2,Sunflower,1,3,1,2,3,1,1,1,1,1,5,None,bags,"winnow, sort",4,0,-5.936183025,36.62928749,Ngomai,Njoge
29/05/19,29,5,19,58,4,12,1835,5,1913,8,NA,2,"Sunflower, Mung Bean, Watermelon, Cowpea, Pigeon Pea, Cucumber",6,3,1,2,3,1,2,2,NA,3,2,NA,plastic_container,"winnow, sort",1,1,-5.936183025,36.62928749,Ngomai,Njoge
29/05/19,29,5,19,59,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bags,"winnow, sort",1,1,-5.947234971,36.63571197,Ngomai,Njoge
29/05/19,29,5,19,59,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"winnow, sort",4,1,-5.947234971,36.63571197,Ngomai,Njoge
29/05/19,29,5,19,60,1,11,1832,5,1915,8,NA,2,Sunflower,1,3,1,"2, 3",2,2,NA,1,1,3,2,NA,bags,sort,2,1,-6.024837,36.6410442,Manyata,Njoge
29/05/19,29,5,19,60,2,12,1834,5,1914,8,NA,2,Sorghum,1,3,1,3,2,1,1,1,1,1,2,NA,bags,NA,4,1,-6.024837,36.6410442,Manyata,Njoge
29/05/19,29,5,19,60,3,11,1833,5,1915,8,NA,2,Pigeon Pea,1,3,2,NA,1,1,1,1,1,2,5,Yalikaukia shambani,bags,"winnow, sort",2,1,-6.024837,36.6410442,Manyata,Njoge
29/05/19,29,5,19,61,1,12,1836,5,1915,9,Purchased from neighbor,2,Sorghum,1,3,1,2,3,2,NA,1,1,1,1,NA,bags,"winnow, sort",2,1,-6.020961807,36.63482116,Manyata,Njoge
29/05/19,29,5,19,61,2,12,1835,5,1915,8,NA,2,"Pigeon Pea, Sorghum",2,3,1,2,3,1,1,1,1,1,5,None,NA,NA,2,1,-6.020961807,36.63482116,Manyata,Njoge
29/05/19,29,5,19,61,3,12,1835,5,1913,8,NA,2,"Sunflower, Cowpea",2,3,1,2,3,2,NA,1,2,3,2,NA,bags,none,2,1,-6.020961807,36.63482116,Manyata,Njoge
29/05/19,29,5,19,62,1,12,1834,5,1915,9,Purchased from neighbor,2,"Sunflower, Groundnut",2,3,1,2,3,2,NA,2,NA,3,2,NA,NA,NA,2,1,-6.022155077,36.63641204,Manyata,Njoge
29/05/19,29,5,19,62,2,12,1836,4,1911,8,NA,1,NA,0,3,1,2,1,2,NA,1,2,2,2,NA,plastic_container,"winnow, sort",4,1,-6.022155077,36.63641204,Manyata,Njoge
30/05/19,30,5,19,63,1,12,1835,5,1914,"8, 9",Nyeupe na nyekundu,1,NA,0,3,1,2,1,2,NA,1,1,1,2,NA,bags,"winnow, sort",2,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,2,12,1836,5,1915,8,NA,2,Sunflower,1,3,1,2,1,1,1,2,NA,1,2,NA,NA,NA,2,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,3,12,1835,5,1915,8,NA,2,Sunflower,1,3,1,2,3,2,NA,2,NA,1,1,NA,bags,none,2,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,4,12,1834,4,1910,8,NA,2,Sunflower,1,3,1,2,1,2,NA,1,1,1,1,NA,bags,"winnow, sort",2,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,5,12,1836,5,1915,8,NA,2,Pigeon Pea,1,3,1,2,1,2,NA,2,NA,1,1,NA,bags,"winnow, sort",4,0,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,6,12,1836,5,1915,8,NA,2,Sunflower,1,3,1,2,3,1,2,2,NA,2,2,NA,NA,NA,1,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,bags,"winnow, sort",4,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,63,8,1,1902,5,1915,8,NA,1,NA,0,3,1,2,3,1,1,2,NA,1,1,NA,bags,"winnow, sort",1,1,-5.967133674,36.89014845,Kiteto,Pandambili
30/05/19,30,5,19,64,1,12,1834,5,1915,8,NA,1,NA,0,3,1,"2, 3",2,2,NA,1,1,2,1,NA,bags,"winnow, sort",2,1,-5.9662205,36.8905472,Kiteto,Pandambili
30/05/19,30,5,19,64,2,11,1833,3,1909,8,NA,1,NA,0,3,1,3,2,1,1,1,1,2,2,NA,bags,sort,2,1,-5.9662205,36.8905472,Kiteto,Pandambili
30/05/19,30,5,19,64,3,12,1835,5,1913,8,NA,2,"Sunflower, Pigeon Pea",2,3,1,"2, 3",3,1,1,1,1,2,2,NA,bags,NA,2,1,-5.9662205,36.8905472,Kiteto,Pandambili
30/05/19,30,5,19,64,4,12,1834,5,1914,8,NA,2,"Sunflower, Pigeon Pea",2,3,2,NA,3,1,1,1,1,2,2,NA,NA,"winnow, sort",2,1,-5.9662205,36.8905472,Kiteto,Pandambili
30/05/19,30,5,19,64,5,1,1901,5,1914,8,NA,2,Pigeon Pea,1,3,1,3,2,1,1,1,1,1,1,NA,bags,winnow,2,1,-5.9662205,36.8905472,Kiteto,Pandambili
30/05/19,30,5,19,65,1,12,1836,5,1915,"8, 9",Ndogo,2,"Sunflower, Pigeon Pea, Groundnut",3,3,1,2,2,1,1,1,1,1,1,NA,bags,"winnow, sort",2,1,-6.04778617,36.78725058,Lenjulu,Pandambili
30/05/19,30,5,19,65,2,12,1835,4,1912,"8, 9",Ndogo,2,"Sunflower, Pigeon Pea",2,3,1,2,3,1,1,1,1,1,2,NA,bags,"winnow, sort",2,1,-6.04778617,36.78725058,Lenjulu,Pandambili
30/05/19,30,5,19,66,1,12,1835,4,1912,"8, 9",Ndogo,2,Sunflower,1,3,1,2,3,1,1,1,1,3,1,NA,NA,NA,2,1,-6.048146629,36.78746963,Lenjulu,Pandambili
30/05/19,30,5,19,66,2,12,1835,4,1912,"8, 9",Kati,1,NA,0,3,1,2,3,2,NA,2,NA,1,1,NA,bags,"winnow, sort",2,1,-6.048146629,36.78746963,Lenjulu,Pandambili
30/05/19,30,5,19,66,3,12,1834,5,1915,9,Purchased. Ndogo,2,Sunflower,1,3,1,2,3,1,1,1,1,1,1,NA,NA,NA,1,1,-6.048146629,36.78746963,Lenjulu,Pandambili
30/05/19,30,5,19,66,4,12,1836,4,1911,8,Kubwa,2,Pigeon Pea,1,3,1,2,3,1,1,2,NA,3,1,NA,bags,"winnow, sort",2,1,-6.048146629,36.78746963,Lenjulu,Pandambili
30/05/19,30,5,19,66,5,12,1834,5,1915,9,Purchased neighbor. Nyepesi,2,Sunflower,1,3,1,2,3,1,1,1,1,1,1,NA,none,winnow,2,1,-6.048146629,36.78746963,Lenjulu,Pandambili
30/05/19,30,5,19,66,6,1,1901,5,1915,8,NA,1,NA,0,3,1,2,2,2,NA,1,1,1,1,NA,bags,"winnow, sort",2,1,-6.048146629,36.78746963,Lenjulu,Pandambili
30/05/19,30,5,19,67,1,1,1901,5,1915,8,NA,2,"Sunflower, Pigeon Pea",2,3,1,3,2,1,1,1,1,1,1,NA,bags,NA,2,1,-6.0453118,36.7907675,Lenjulu,Pandambili
30/05/19,30,5,19,68,1,1,1901,5,1915,8,NA,2,"Sunflower, Pigeon Pea",2,3,1,3,3,1,1,1,1,1,1,NA,bags,"winnow, sort",2,1,-6.0477649,36.7899711,Lenjulu,Pandambili
30/05/19,30,5,19,68,2,12,1836,5,1914,8,NA,1,NA,0,3,1,"2, 3",2,1,1,1,1,1,2,NA,none,"winnow, sort",2,1,-6.0477649,36.7899711,Lenjulu,Pandambili
30/05/19,30,5,19,68,3,1,1901,5,1914,8,NA,2,"Sunflower, Sorghum",2,3,1,2,2,1,1,1,1,1,1,NA,bags,winnow,2,1,-6.0477649,36.7899711,Lenjulu,Pandambili
30/05/19,30,5,19,68,4,1,1901,5,1913,8,NA,2,"Sunflower, Cowpea, Pigeon Pea",3,3,1,2,1,1,1,1,1,1,2,NA,bags,winnow,2,1,-6.0477649,36.7899711,Lenjulu,Pandambili
31/05/19,31,5,19,69,1,12,1836,5,1915,8,NA,2,Cassava,1,3,1,2,3,1,1,2,NA,1,1,NA,bags,"winnow, sort",2,1,-5.751119756,36.54428807,Makawa,Mkoka
31/05/19,31,5,19,70,1,12,1835,5,1915,8,NA,2,NA,NA,3,1,2,3,2,NA,2,NA,1,2,NA,none,"winnow, sort",2,1,-5.751140565,36.5436495,Makawa,Mkoka
31/05/19,31,5,19,70,2,1,1902,5,1915,8,NA,2,Sunflower,1,3,1,2,2,2,NA,2,NA,1,1,NA,none,sort,2,1,-5.751140565,36.5436495,Makawa,Mkoka
31/05/19,31,5,19,70,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,winnow,2,1,-5.751140565,36.5436495,Makawa,Mkoka
31/05/19,31,5,19,70,4,1,1902,5,1915,"8, 5",NA,2,Pigeon Pea,1,3,1,"1, 2, 3",2,1,1,2,NA,1,1,NA,none,"winnow, sort",2,1,-5.751140565,36.5436495,Makawa,Mkoka
31/05/19,31,5,19,70,5,2,1905,5,1915,9,Purchased from neighbor. Ndogo,2,"Sorghum, Sunflower",2,3,1,"2, 1",2,1,1,2,NA,1,1,NA,plastic_container,"winnow, sort",2,1,-5.751140565,36.5436495,Makawa,Mkoka
31/05/19,31,5,19,71,1,1,1901,5,1913,8,NA,2,"Red Sorghum, Pigeon Pea",2,3,1,"2, 3",3,2,NA,1,1,1,2,NA,plastic_container,"winnow, sort",1,1,-5.7549426,36.5398929,Makawa,Mkoka
